artifact_id,upgr_desc
31-آثارنا المنهوبة_31_p032_371c7b9e,"Marble, rectangular object with a square section, carved with two deep cavities on the upper surface with raised rims. One rectangular face bears a one-line rectangular inscription in the strand line, above which is a decorative frame of chain triangles; a distinct mass of stone remains on one side. The inscription reads: (WPB/LTN/RAAA/RAAN/W). Marble. Second half of the first millennium BC."
31-آثارنا المنهوبة_31_p033_b5dd6f23,"Architectural component, bronze: round disk mediated by an eight-pointed star enclosed in a circle, surrounded by a frame of twelve bulls with snail motifs. End of the first millennium BC. Diameter 15 cm."
31-آثارنا المنهوبة_31_p035_52be4054,"Seal, gold. Circular seal with an empty-drilled vent; the face is mediated by an inscription in a rectangular frame, and from top to bottom a dam is carved in reverse motion position. The inscription reads: (m/pn/)."
31-آثارنا المنهوبة_31_p036_224b2bc3,"Necklace, gold, formed as a spiraled wire with a central pendant representing the head of a hollow bull with short horns; on either side are two beads of planned faith, separated from the pendant by gold rings. Third century BC. Length: 5.15 cm."
31-آثارنا المنهوبة_31_p039_a2395d3d,"Altar, marble. Cube-shaped altar flattened from the top of a bull’s head, with a clearly stylized form and carved inscription on the edge reading HBL/ML/SL/CTFR. Dated to the 5th–4th centuries BCE. Height: 28.2 cm; width: 8.2 cm."
0-آثارنا المنهوبة_19_p005_bc5c1fc3,"Mural, marble, depicting two winged sheep separated by a prominent tree and marked by a band of semi-oval decorative forms; dated to around the 1st century B.C. to the 1st century A.D.; width 15 7/8 in. (40.3 cm)."
0-آثارنا المنهوبة_19_p011_4163a650,"Statue, marble. Statue of a standing man with both hands extended toward the ground, standing on a square base with an incised pavilion line. Dated to around the 2nd century. Height 30 cm."
0-آثارنا المنهوبة_19_p013_9c466c62,"Pendant, gold. Bull-shaped pendant with a perforated hole in the middle, showing the rope coils around the neck and a prominent decorative element on the front. Dated to around the 1st century BC to the 1st century AD. Weight 9.20 g; height 3.3 cm; height 3 cm."
0-آثارنا المنهوبة_19_p014_2fe35087,"Camel statue, marble, depicting a camel in clearly carved marble with a prominent sleeve and an indistinct head, standing on a rectangular base. Dated to around the 3rd century BCE."
0-آثارنا المنهوبة_19_p020_651730f0,"Human figurine, mud, small mud doll with a clear head and an unclear body. Prehistoric. Height 120 millimeters."
0-آثارنا المنهوبة_19_p023_faae9bc7,"Animal hooves, bronze, pair of clear-cut bulls with prominent circular ring-shaped decoration in relief. Bronze, around the 4th–5th century B.C.E., 7.5 cm high."
0-آثارنا المنهوبة_19_p024_b2b6dbc2,"Statue, stone. Statue of Lu'l, with the front part showing clear horns extending back and small eyes; the head is formed from a cubed mass of the stone itself. The back part of the statue is missing. Height 26.5 cm. Dated to around the 7th century BCE. Condition: good."
0-آثارنا المنهوبة_19_p025_1f5cf1a6,"Glass, bronze, with a suffocating form covering the fat, decorated with a prominent sculptural inscription in skeleton line composed of four lines. Height 10.5 cm. Dated to the 3rd–2nd century BCE."
0-آثارنا المنهوبة_19_p026_c8fa5e2c,"Bust, bronze, of a man wearing a helmet, with a clearly modeled face, straight mouth, and shoulders indicated by a maple-like ligament; the lower part is missing. Height 14 cm. Dated to about the 1st century BCE."
0-آثارنا المنهوبة_19_p027_9cd828cf,"Scorpion, bronze, clearly salty, with four legs, the fourth broken, and a body ending in an upraised tail. Around the 3rd–2nd century B.C.E. Length 10 cm; weight 118.9 g."
0-آثارنا المنهوبة_19_p028_9666997a,"Tombstone, marble. White marble tombstone carved with a male face in relief, showing clear eyes, possibly with two stone eyebrows above them, a straight line for the brows, a prominent nose, a protruding mouth, and upper lips with holes representing a moustache and chin. Dated to the 3rd–2nd century BCE."
0-آثارنا المنهوبة_19_p029_495dd84b,"Sculptural relief, marble stone, depicting the head of a bull in high relief with short horns, bulging forehead, almond-shaped eyes, and two curved brows above the eyes; the object is rectangular in form, with the lower part broken and missing. Height 18.5 cm. Dated to the 1st century BCE–1st century CE."
0-آثارنا المنهوبة_19_p030_6c5f64eb,No object description can be derived from the provided text.
0-آثارنا المنهوبة_19_p031_730dfa3d,"Tombstone, stone, rectangular, with a sculpted human face in relief showing the eyes, nose, and mouth aligned in a straight line; the lower part bears an inscription in blade line with a third letter, possibly the name of the deceased. Dimensions: 11 x 28 cm. Dated to the 3rd to 1st century BCE. Condition: good."
0-آثارنا المنهوبة_19_p032_93ced4b7,"Mural, marble, with decorative relief elements including vegetative, animal, and architectural motifs. The composition features two imaginary windows formed by three overlapping rectangles rising from the right side, a sculpted bull on the head of a corn leaf, and on the left side a two-letter pile of an accelerator (and d) with a prominent long-horned bull extending to both sides. Around 500 B.C. Dimensions: 17 cm x 16.5 cm."
0-آثارنا المنهوبة_19_p033_5f3b7707,"Tombstone, stone. Tombstone with a human face in relief, showing a nose, closed eyes, and a mouth indicated by a curved upward line. Height 22.5 cm. Dated to about the 2nd millennium BC."
0-آثارنا المنهوبة_19_p034_24273a1d,"Statue, material not specified, depicting a horse with a rider seated on its back. The horse is shown with clear features, one foreleg raised in a parade stance. The rider is represented wearing clothes, with a sword at the waist; one hand is broken and missing."
0-آثارنا المنهوبة_19_p035_bf482bed,"Necklace, material not specified, in bull shape."
0-آثارنا المنهوبة_21_p001_6adec507,"Necklace, gold, in the form of a statue of a naked, winged woman. The object is made of gold of a unique kind and is described as being dominated by an art style characterized by a complex composition."
0-آثارنا المنهوبة_21_p002_6e218938,"Candlestick, copper alloy, large candlestick of sect form, commissioned by a man of the legal tiles of Solomon, Turkey, Ottoman. Dated to the month of Al-Hajjay 945 AH / May 1539 CE. Height 47.5 cm."
0-آثارنا المنهوبة_21_p012_cb36e5e4,"Human statue, marble stone, small, standing on a thin rectangular base, with the hands extended forward and broken, and with empty eyes filled with cream stone. Dimensions: 13 3/8 × 4 3/4 × 4 5/16 in. (34 × 12 × 11 cm). Dated to the 2nd century BCE or 1st century CE."
0-آثارنا المنهوبة_21_p013_5466316d,"Tombstone, marble, with a rectangular base and a single-line engraved inscription; polished marble stone. Dimensions: 5 7/8 x 3 15/16 x 3 5/16 in. (15 x 10 x 8.4 cm). Mid-2nd century."
0-آثارنا المنهوبة_21_p014_587c3579,"Human statue head, marble stone, with a long neck encircled by three drifting lines; the face is partially preserved, with a broken nose and Lusitanian eyes. The head is associated with a limestone base bearing a two-line inscription and a two-line blade. Dimensions: 9 7/16 × 4 5/16 × 2 3/4 in. (24 × 11 × 7 cm)."
0-آثارنا المنهوبة_21_p015_8de652d6,"Mural, marble, 3rd century BCE. Fragmentary mural stone, broken straight across, preserving half of the composition with Thor’s head appearing in the middle. Inscribed with a single-line engraving reading “1-A-R-S.” Dimensions: 6 13/16 × 3 13/16 × 1 9/16 in. (17.3 × 9.7 × 4 cm)."
0-آثارنا المنهوبة_21_p016_7c432e20,"Mural, marble stone, irregular plaque form, depicting a seated figure on a chair with the left hand raised and the right hand extended backward; beneath the figure is an inscription in a single line on the baseline reading “hj and t/t mr n.” Dimensions: 22.5 × 14.5 × 4 cm (8 7/8 × 5 11/16 × 1 9/16 in.). Dated to the second century BC."
0-آثارنا المنهوبة_21_p019_6a294d81,"Statue, stone: human bust of a man carved with high precision, with a sharply defined face, nose, and straight eyes, blue eyes, and ears cut to the top of the shoulders; the short arms are extended to the left front, and the figure is mounted on a rectangular base. First century AD."
0-آثارنا المنهوبة_21_p026_e8ab5e07,"Necklace, iron, in the form of a human head wearing a turban, with a master maker above the necklace and a hole in the upper part. 1st to 5th century AD. Dimensions: 2 11/16 x 1 9/16 x 1 in. (6.8 x 4 x 2.5 cm)."
0-آثارنا المنهوبة_21_p031_bcd0f28f,"Human statue, material not specified, depicting a standing man in an upright pose with clear facial features; height 41.28 cm."
0-آثارنا المنهوبة_28_p001_aeebab61,"Metal board, metal, with dimensions 7.4 x 8.5 x 0.9 cm and 81 g; recorded as SEM 133 and Via 1894."
0-آثارنا المنهوبة_28_p002_c27fb803,"Metal board, metal, with dimensions 5.1 x 4.2 x 0.25 cm; marked “SEM 141 . 24.12 – VIa 1894” and “0.25 24.12 – VIa 1894.”"
0-آثارنا المنهوبة_28_p004_558dd6e7,"Object type not specified, material not specified. Inventory/reference information: SEM 694.34. Dimensions recorded as 25.5 x 11. Dated VIa: 1900 and 1898–1899. Marked “Sacrificed.”"
0-آثارنا المنهوبة_28_p005_0ecce4f0,"Mouse statue, bronze. Small bronze statue of a mouse with a clearly defined head and ears, a rounded body, and a short tail. Dated to the 1st century BC."
0-آثارنا المنهوبة_28_p006_b6ac7e93,"Object, material not specified, with dimensions 500 x 30 x 45.5 x 8.6–9.7 x 25.1–, inventory number SEM 692, dated 1900 (1898–1899)."
0-آثارنا المنهوبة_28_p007_7f5ed1e5,"Inscribed stone, stone, rectangular, with 27 lines of inscription; engraved with a clear line and an engraving damaged at the edges."
0-آثارنا المنهوبة_28_p008_fefb8c59,"Altar, limestone. Rectangular altar with a bull’s head carved on the front; a long central incision extends from the body of the altar up to the head of the bull, described as a maze."
0-آثارنا المنهوبة_28_p010_29618710,"Marble wall fragment with relief decoration, carved in marble stone, preserving a sculptural composition of visible motifs including written forms, vegetal ornament, animal figures, five bull heads with short horns arranged on both sides, and bird imagery. The decoration is divided by a blade-like line and includes a central inscription-like element, surrounded by vegetal ornament with grape clusters, birds feeding on grapes, plant forms, and a clearly rendered bull head with small birds also shown eating grapes."
0-آثارنا المنهوبة_28_p012_b3929ea9,"Inscription, stone: rectangular stone inscription with three lines of carved text."
0-آثارنا المنهوبة_28_p021_0c783b35,"Object type not specified; material not specified. The source text does not provide sufficient information to identify the object, its material, form, technique, dimensions, or period."
0-آثارنا المنهوبة_28_p027_49196eb4,"Carving, marble, rectangular in shape, with a prominent sculpted large bird depicted feeding on grapes; marked with an engraved line. Dimensions include 4.6 cm."
0-آثارنا المنهوبة_28_p028_76ccf6a0,"Statue, bronze. Small statue of a horse in motion with a child rider, the child shown in a pose consistent with the horse’s movement and raising both hands upward and to the side. The horse is missing the limbs of both forelegs and hind legs. Recorded dimensions: 8.4 x 6.2 x 8.5 cm; fish 4.2 cm."
0-آثارنا المنهوبة_28_p029_e567a978,"Tombstone, marble. Grave marker in the shape of a human face, with engraved oval eyes, measured eyebrows, a sharply defined nose with clear lines, and an applied mouth."
0-آثارنا المنهوبة_28_p031_19978641,"Tombstone, marble, carved with a human face in relief, showing a clear facial outline, prominent pupils, a visible nose, open lips, and ears indicated on both sides of the head by parallel curved lines. Dated to the 3rd–1st century BC, with a further attribution to the 1st century."
0-آثارنا المنهوبة_4_p001_27d081fd,"Ring, gold. Relatively large ring with a silver slice bearing an owl polish. Barkat House missing. A show in a pool house."
0-آثارنا المنهوبة_4_p003_16facb8e,"Statue, marble stone. Woman’s statue depicting a seated female figure on a chair of the same material. The figure is described as clear-cut, with a low-cut garment, thinning form, and cuffed sleeves; the surface is noted as hairy. The object is associated with Barkat House and is recorded as missing. Photo number 6."
0-آثارنا المنهوبة_4_p008_9905cdb4,"Tombstone, limestone. Tombstone for a man, carved in limestone, with a face rendered in relief and inscribed with letters arranged in a line across the face. The description mentions a clear face, two eyes, two oval lips, and a high-profile album, with the inscription identified as “Jerry’s Stone.”"
0-آثارنا المنهوبة_4_p008_edea912b,"Statue, granite stone, described as a statue in granite stone with a pale white surface and red state; the source text also mentions cheek, eyes, and a global auction in Britain, but the description is otherwise unclear and fragmentary."
0-آثارنا المنهوبة_4_p009_90e33534,"Sculptural fragment, marble, in the shape of Thor’s head, with a clear-cut form and broken horns. The object is described as part of a polished marble stone."
0-آثارنا المنهوبة 30_p003_2e0f1399,"Human statue, marble, first century B.C.E. Height 19 cm."
0-آثارنا المنهوبة 30_p004_e96b4190,"Statue, stone. Human figure known as “Jerry’s Stone,” dated to the first century B.C.E. Height: 23 cm."
0-آثارنا المنهوبة 30_p005_10baea5a,"Human statue, marble. Height 28.5 cm. The piece is described as a human statue in marble and is noted as being in good condition. The text also mentions “A.M.” as a century designation."
0-آثارنا المنهوبة 30_p006_6686f187,"Human statue, marble, 3rd–2nd century B.C.E. Altitude 15.5 cm, width 11.4 cm, depth 7.5 cm."
0-آثارنا المنهوبة 30_p007_f4603e0c,"Human statue, stone, 17.5 cm high and 7.6 cm wide. Dated to 300 B.C.E.–100 C.E."
0-آثارنا المنهوبة 30_p008_6098ac5e,"Human statue, stone, 19.5 cm high. Dated to the 3rd century B.M.I. Provenance note: recorded as the property of an altar and primitive art dealer at Christie's House, London, sold 25 February 1975, lot 172. Condition noted as good."
0-آثارنا المنهوبة 30_p009_8f0c48a1,"Human statue, stone. Jerry’s Stone, dated to the first century B.C.E. Height 47 cm."
0-آثارنا المنهوبة 30_p010_82b6e20a,"Human statue, marble, Late 2000 B.C.E. Height 37.6 cm, width 11.5 cm, depth 10.7 cm."
0-آثارنا المنهوبة 30_p011_2fc817ec,"Human statue, marble, 44.5 cm high. Dated to the fourth century to the first century BC."
0-آثارنا المنهوبة 30_p012_4aa6b43c,"Human statue, bronze, 6th century B.C.E. Height 24 cm. Condition: good."
0-آثارنا المنهوبة 30_p013_d3799f39,"Human statue, bronze, dating to the first century B.C.E. Height: 30.5 cm."
0-آثارنا المنهوبة 30_p014_9bc22dd3,"Object, bronze, with an inscription. Dimensions: height 27.6 cm, width 15.2 cm, thickness 1.3 cm. The name of the piece is not given in the source text. At the end of the first millennium."
0-آثارنا المنهوبة 30_p016_52fdfd6f,"Seal, material not specified, stamp seal of irregular form, measuring 1.8 cm in height, 1.2 cm in width, and 0.5 cm in thickness; dated to the 5th–6th century."
0-آثارنا المنهوبة 30_p017_6c61750c,"Tombstone, stone, dated to around the 2nd century B.C.E., with a height of 32.4 cm."
0-آثارنا المنهوبة 30_p018_880a3521,"Object, material not specified, with recorded dimensions of 27.7 x 23.7 x 23.2 x 14.8 x 16.6; associated with the Metropolitan Museum and dated 1949; noted as vaporized."
0-آثارنا المنهوبة 30_p020_5b4e7eb9,"Animal statue, bronze, mid to late 1000 B.C.E. Height: 24.2 cm."
0-آثارنا المنهوبة 30_p021_65971c7e,"Animal statue, bronze, 5th century B.C.E. The object is an animal statue in bronze. Dimensions: height 12.8 cm, width 3.8 cm, depth 7.4 cm; base dimensions: width 3.3 cm, depth 5.8 cm."
0-آثارنا المنهوبة 30_p026_bffdbce6,"Table, marble, 25 cm long. Crabs table, dated to the fourth-third century B.C.E. Condition: good."
0-آثارنا المنهوبة 30_p027_144a55e3,"Architectural component, marble, 3rd–5th century B.C.E. 22.5 cm. Good condition."
0-آثارنا المنهوبة_22_p004_4c5b844c,"Statue, marble, 12.1 x 19.1 cm, dated to 200–100 B.C.E. Rectangular marble statue of a woman with a clearly defined face; the front is broad at the eyes and narrows to a hard, pointed chin. The eyes are set beneath arched eyebrows and retain light-coloured residue; the nose is very long with a high bridge. The eyebrows are engraved, and a single line across the upper forehead appears to indicate a headband or similar head covering."
0-آثارنا المنهوبة_22_p008_e6f7e902,"Manuscript, paper, Hebrew and Arabic, Yemen, 19th century. The page describes three Yemeni manuscripts listed under this number at auction: a Hebrew manuscript with instructions and comments in the margins; a manuscript with Arabic instructions and a colophon on the last page; and a manuscript described as an Easter text with a Jewish translation into Arabic. All are on paper and dated to the 19th century."
0-آثارنا المنهوبة_22_p009_ab2ed43b,"Hebrew manuscript on paper, dated 1848, comprising 227 leaves and written in two columns per page with red ink headings and dialects. The manuscript includes red and black decorative elements at the beginning of each Nir, except Nirs VI and VII, and a framed title page (blonin) bearing the inscription that the book was written in Sana'a in 1848. Copies of the writer appear at the end of the book. It is described as a complete manuscript of formation, lacking a number of index leaves, and predating the well-known Livorno edition. Condition is noted as good."
0-آثارنا المنهوبة_22_p010_7fb500f3,"Object, material not specified. The source text contains only fragmentary and repetitive bibliographic-style references, including the years 1895, 1894, 1934, 1986, and the notation “25 + 9 kedem [133],” but provides no identifiable object type, material, form, technique, dimensions, or period."
0-آثارنا المنهوبة_22_p011_683adcce,"Manuscript, paper, Hebrew, 19th century. A bound manuscript containing a gathering of manuscripts and holy books from Yemen, including Third Megillot (Song of Songs, Ruth and Ecclesiastes) with commentary by Talmud, Rashi, and later combined commentaries such as Mahary Tsalakh, as well as Parashat Peshit’s papers with an adult explanation; the volume includes material at the beginning and end of the manuscript."
0-آثارنا المنهوبة_22_p012_ec9c65d5,"Hebrew manuscript on paper, two Yemeni manuscripts wrapped in the original skin, comprising liturgical and devotional texts. The first manuscript contains Piyyutim of Bakashot, Tikun Chatzot, interpretation of tekufot, shtarot, “Chiddushin,” Birkat Hamazon with Chiddushin, a eulogy, and a set of comments; it is dated 1864, includes different owner signatures, comprises 131 leaves, measures approximately 16.5 cm, and is in fair condition with bleeding, tears, and stains, with an old leather binding and popular decoration. The second manuscript contains piyyutim of Selichot and Hosha’anot, is dated to the 19th/20th century in Yemen, comprises approximately 168 leaves, measures about 16.5 cm, and is in good condition."
0-آثارنا المنهوبة_22_p014_f8a5f56a,"Manuscript, paper; Hebrew manuscript for liturgical use throughout the year, including weekdays, Saturday, and festivals, in Yemeni writing in an animated letter, dated to the 19th century and measuring 17 cm. The manuscript contains a title page with the text “Seder of the hall according to the Safari tradition, written throughout the year...” and, on the back of the title page, “A copy of the lounge and the lounge according to our traditions in prayers throughout Yemeni cities.” It includes a weekly and Saturday service, Rosh Chodesh service, Birkat HaLevana, Seder Lashanah, Tekun Burim, Tekun Besash with Al-Hajdah, prayers for the three festivals, and the Zikhrot for Shaft. Some leaves were later replaced by another hand; several leaves are missing. The manuscript is in separate leaves, unbound, with spots, holes, tears affecting the text of several leaves, and engravings."
0-آثارنا المنهوبة_22_p015_88c123d1,"Object, material not specified, with dimensions 19 x 11.5 cm. The record includes the number 200 and the term “kedem,” but no further descriptive information is provided."
0-آثارنا المنهوبة_22_p016_cc4b6a73,"Hebrew manuscript on paper, 19th century, comprising 8 elements of differing size and condition. The elements vary in situation; some retain old ties, while others are newly associated. The manuscript is noted as being suitable for the equitable poor."
0-آثارنا المنهوبة_22_p017_6abd9361,"Statue, marble. Statue of a standing male figure with both arms bent, the left hand clenched in a fist, wearing a short jacket. The face is straight-shaped with indicated eyebrows; the beard is rendered as a linear element extending from the ears down to the chin. The object is described as currently lost, with a missing patching."
0-آثارنا المنهوبة_22_p018_439e9ea8,"Tombstone, marble. Carved funerary monument depicting a male bust in relief, with short hair at the back, a round face, heavy eyelids, a prominent nose, and a small mouth. Dated to around the 1st century B.C./A.D."
0-آثارنا المنهوبة_22_p019_3b93fef1,"Object, material not specified. Recorded as “9.” with dimensions 14 (36.7), repeated in the source. Provenance or sale reference includes Bonhams, London, 26 2007, lot 223, with the date 2004 also noted in the source."
0-آثارنا المنهوبة_22_p020_d68dbfc2,"Object type and material cannot be determined from the provided text. The source consists only of bibliographic references: “0.13 (34) Bonhams: 1972. pson 2002. 86. 88.” repeated twice, with no descriptive information about form, material, technique, dimensions, or date of the object itself."
0-آثارنا المنهوبة_22_p021_05077278,"Object type not specified, with no descriptive information provided beyond the inventory/reference number 2002.196.274."
0-آثارنا المنهوبة_22_p022_e2eb1dc8,"Statue, material not specified, depicting a woman standing on a rectangular base, with a pointed face, a prominent nose bridge extending to the eyebrows, and a bunch of facial features rendered in an obvious, stylized manner; dated to the first century BC; height 31 inches (79 cm)."
0-آثارنا المنهوبة_22_p023_23c77c9b,"Tombstone, marble. Carved tombstone depicting a woman’s grave with a long neck, an oval face with clearly defined facial features, including eyebrows carved above the eyes, a white-stone inlay, a long straight nose, and a small mouth."
0-آثارنا المنهوبة_22_p024_df087257,"Wooden object, wood, consisting of two bent wooden plaques, rectangular in shape, carved with inscriptions; one plaque bears a significant inscription in the third line beneath a strip of high hemispheres, and one is described as bearing a testimony. 14th century. Dimensions: 56 x 24 cm. Condition: good."
0-آثارنا المنهوبة_22_p030_cb31daf3,"Bust, marble. Third century–first century BC. Height 7 1/4 inches (18.4 cm). Good condition."
29-آثارنا المنهوبة_29_p019_5186eca2,"Animal statue, bronze, described as old and “Before Alsalam.”"
29-آثارنا المنهوبة_29_p021_11b31839,"Human statue, bronze, representing a warrior of Sparta with a brown shield and edged border. The statue is described as the oldest witness of Greek art in ancient Yemen. Height 17 cm."
29-آثارنا المنهوبة_29_p043_255b10d7,"Human statue, marble. Human statue in marble, dated to the first century BC. Height 20.9 cm. Condition: good."
0-آثارنا المنهوبة_14_p022_e7ef2ce4,"Stone plate, marble, rectangular in form, with an inscribed line reading “Albister's pass.” Dated to the first century AD. Dimensions: 12 cm (4 3/4 in.); weight: 1.3 kg."
0-آثارنا المنهوبة_14_p026_2c507d36,"Small object, marble, with two little horns projecting forward; length 7 cm (6 11/16 inches). First century BC. Excellent condition."
0-آثارنا المنهوبة_14_p027_ec708607,"Animal statues, marblestone. Four animal statues of different sizes and shapes, depicting a dog, a bull, and a horse, all standing on rectangular bases except the bull. First century BC. Largest 12 cm."
0-آثارنا المنهوبة_14_p028_4041cb1f,"Necklace, gold. Gold necklace with a decorative frame; described as comic and “gone” in the source text. Dated to 3000 BC. Weight 15 g, length 4 cm."
0-آثارنا المنهوبة_14_p029_f769888f,"Human statue head, marble stone, carved in the round with a blindfolded treatment; likely from a statue. The head has two horizontal eyebrows with incised lines, a nose that is largely broken, a small visible horizontal upper lip, and a shallow horizontal line indicating the mouth opening. Ears are visible on both sides."
0-آثارنا المنهوبة_14_p030_c5cb9878,"Oyster, carved material, with the heads rendered very prominently and accurately, and the feet and chests carved small, visible, and light; dated to the 3rd century B.C. to 1st century A.D."
0-آثارنا المنهوبة_14_p032_82525ee5,"Human statue head, marble stone, carved with inlaid gemstone eyes; the eyebrows are rendered as two drifting horizontal lines, the nose is prominently carved, broad at the base, and the mouth is indicated by a horizontal line below. Marble stone. 3rd century B.C. / 1st century A.D."
0-آثارنا المنهوبة_14_p035_4c0a409e,"Statue, material not specified, depicting a human face with a prominent head, frontal features, button-like details, and a mouth carved in a small, visible, smiling manner; the front is marked by a blade-like line running from left to right with the letters L./Bester. Dated to the third to first century B.C."
0-آثارنا المنهوبة_14_p036_90bc3926,"Object type not specified, material not specified. The source text identifies the item as “A witness’ grave” and includes the numbers “6 16 . 200 - 100 LOT - ART LOT - ART,” but provides no further factual description of the object, its material, typology, dimensions, technique, or date."
0-آثارنا المنهوبة_14_p037_d8eb0074,"Scorpion, bronze. Bronze scorpion with six legs, three on each side, and a back appendage on the side. Dated to the 3rd–2nd century BC. Dimensions: 10 MS; 118.9 GG."
0-آثارنا المنهوبة_14_p038_e61326bd,"Human statue head, limestone. Head of a human statue carved in limestone, with poorly carved eyes, two eyebrows rendered as a prominent arched form, a prominent nose, and a mouth represented by an empty horizontal line. Dated from the 3rd century BC to the 1st century AD."
0-آثارنا المنهوبة_14_p039_ddf060e7,"Stone plate, marble stone. The object is described as a stone plate with a weighted figure of Ruth Sahrb of the European Union; the left horn is broken, and the eyes are surrounded by high-profile lines. The text also identifies it as “Christmas ointment” and “LOT - ART Bad.”"
0-آثارنا المنهوبة_14_p040_58885c6e,"Limestone object, drawn from bottom to top, with a human face reflected on its surface."
0-آثارنا المنهوبة_14_p041_6240297d,"Statue, marble stone: oak statue on a rectangular base, with a prominent head hanging forward, two prominent eyes, and two curved horns extending to the back and beneath the ears."
0-آثارنا المنهوبة_14_p042_78ff3cb5,"Object, material not specified. Dimensions recorded as 14 3/8 in. (36.3 cm). The source text is fragmentary and does not provide further descriptive, technical, or typological information."
0-آثارنا المنهوبة_14_p043_1add3b82,"Rectangular tablet, bronze, with an engraved inscription in 12 lines. Metal: bronze. Dimensions: 23.5 × 15.7 cm. First century AD. The tablet has holes in the four corners and is described as in very good condition."
0-آثارنا المنهوبة_14_p044_dfa1c7a5,"Human statue, limestone. Human figure seated, carved in limestone; broken at the organs. The figure has two inset eyes. First century AD."
0-آثارنا المنهوبة_14_p045_fd5a4154,"Head, bronze. Thor’s head with two long horns, two clearly defined eyes, ears visible behind the horns, and a rounded nose. Early 1st century C.D."
0-آثارنا المنهوبة_15_p026_22dd2aa6,"Ring, gold. Oval-shaped gold ring in the form of a D, carved into a four-letter support letter, with a carved side figure of a man and a beam below. Dated to the 2nd century AD. Weight 8.74 g."
